Date,Time,aCaT,aCeT,eCaT,eCeT
23/01/2011,11:00:00,65,76,64,84
23/01/2011,11:15:00,61,66,65,60
23/01/2011,11:30:00,72,73,61,71
23/01/2011,11:45:00,68,77,61,64
23/01/2011,12:00:00,74,79,65,77
23/01/2011,12:15:00,60,57,60,66
23/01/2011,12:30:00,59,57,76,58
23/01/2011,12:45:00,78,69,82,80
23/01/2011,13:00:00,62,58,77,60
23/01/2011,13:15:00,70,70,68,72
23/01/2011,13:30:00,66,79,72,71
23/01/2011,13:45:00,61,58,76,80
23/01/2011,14:00:00,60,68,67,66
23/01/2011,14:15:00,63,66,68,69
23/01/2011,14:30:00,73,76,60,59
23/01/2011,14:45:00,70,80,68,80
23/01/2011,15:00:00,61,65,81,61
23/01/2011,15:15:00,77,56,78,62
23/01/2011,15:30:00,75,70,80,62
23/01/2011,15:45:00,66,61,67,79
23/01/2011,16:00:00,79,62,61,76
23/01/2011,16:15:00,61,74,60,68
23/01/2011,16:30:00,65,60,63,82
23/01/2011,16:45:00,66,81,77,72
23/01/2011,17:00:00,69,60,83,64
23/01/2011,17:15:00,73,78,80,83
23/01/2011,17:30:00,61,75,81,65
23/01/2011,17:45:00,69,76,64,63
23/01/2011,18:00:00,78,76,71,70
23/01/2011,18:15:00,66,56,63,57
23/01/2011,18:30:00,78,67,61,68
23/01/2011,18:45:00,60,74,65,79
23/01/2011,19:00:00,69,60,77,69
23/01/2011,19:15:00,64,58,64,73
23/01/2011,19:30:00,78,59,78,82
23/01/2011,19:45:00,68,67,69,77
23/01/2011,20:00:00,97,94,95,93
23/01/2011,20:15:00,93,97,94,91
23/01/2011,20:30:00,93,92,96,94
23/01/2011,20:45:00,100,95,100,92
23/01/2011,21:00:00,100,100,100,100
