Species,Date,Day,Temp,CO2,Potnum,Water,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi
E. globulus,1/02/2011,17,Elv,640,1048,Rewatered drought,-0.494794945,0.00889153,716.820854,0.113955198,1.2714045,6,0,1.420000017,21.63632393,21.88983345,21.10736656,640.4609375,641.3062744,13.33845139,13.56377888,51.6973877,52.57071686,299.3230896,0.107471243
E. globulus,1/02/2011,17,Elv,640,1048,Rewatered drought,-0.45160054,0.008866675,709.2681575,0.113623208,1.271231799,6,0,1.420000017,21.63657188,21.88821793,21.10782623,640.5007324,641.2599487,13.33825874,13.56293774,51.69576263,52.56656265,299.3127441,0.146161839
E. globulus,1/02/2011,17,Elv,640,1062,Rewatered  drought,-0.446625763,0.004323213,791.8261172,0.057220556,1.308676541,6,0,1.420000017,21.65561485,22.063097,21.10724449,640.4939575,641.3156128,13.35871315,13.47185993,51.7140274,52.15203857,299.3440247,0.085976809
E. globulus,1/02/2011,17,Elv,640,1062,Rewatered  drought,-0.423882227,0.004373369,781.6859856,0.057865308,1.308283544,6,0,1.420000017,21.65529633,22.06091309,21.10716629,640.5262451,641.3015137,13.35791111,13.47233677,51.71156311,52.15453339,299.3335266,0.070214801
E. globulus,1/02/2011,17,Elv,640,1062,Rewatered  drought,-0.446508085,0.004310215,792.298562,0.05700577,1.307674046,6,0,1.420000017,21.65499115,22.05596352,21.1063118,640.5053101,641.3270264,13.35777378,13.47049904,51.71165085,52.14804459,299.335968,0.098156989
E. globulus,1/02/2011,17,Elv,640,1062,Rewatered  drought,-0.455823625,0.004285093,796.7456294,0.056667191,1.307513492,6,0,1.420000017,21.6552124,22.05493355,21.10648918,640.5198364,641.3606567,13.35830593,13.47036171,51.71328354,52.14707565,299.335907,0.140431553
E. globulus,1/02/2011,17,Elv,640,1062,Rewatered  drought,-0.469729101,0.004240357,803.7555472,0.056071694,1.307381839,6,0,1.420000017,21.65501404,22.05384827,21.10654449,640.5183716,641.3878174,13.35905361,13.46993065,51.71675873,52.14599609,299.3392334,0.119652286
E. globulus,1/02/2011,17,Elv,640,1063,Rewatered  drought,-0.65554553,0.006029375,801.3186796,0.077418725,1.271464408,6,0,1.420000017,21.62226295,21.79891014,21.10870552,640.3873901,641.6016235,13.26471043,13.41778374,51.45706177,52.0508728,299.3857117,0.082395539
E. globulus,1/02/2011,17,Elv,640,1063,Rewatered  drought,-0.625655796,0.006043896,793.0257185,0.077572478,1.270948345,6,0,1.420000017,21.62199211,21.79557991,21.10884094,640.4221191,641.5762939,13.26419926,13.41758156,51.45606232,52.0510788,299.3760376,0.057318188
E. globulus,1/02/2011,17,Elv,640,1063,Rewatered  drought,-0.615136092,0.005924441,793.5055031,0.076018983,1.270501623,6,0,1.420000017,21.62214851,21.79216957,21.10853004,640.432373,641.5675049,13.26633072,13.41664696,51.46364212,52.04675674,299.3651123,0.090993114
E. globulus,1/02/2011,17,Elv,640,1063,Rewatered  drought,-0.630377248,0.005923206,797.6308676,0.075978713,1.270092508,6,0,1.420000017,21.62134361,21.78945732,21.10834885,640.3984375,641.564209,13.26618576,13.41642761,51.46550369,52.04835892,299.3547363,0.110336319
E. globulus,1/02/2011,17,Elv,640,1063,Rewatered  drought,-0.628066237,0.005935173,796.6769678,0.076121365,1.269921311,6,0,1.420000017,21.62215042,21.78830147,21.10832214,640.4061279,641.5670776,13.26578903,13.41631222,51.46133804,52.04525757,299.3562622,0.103888527
E. globulus,1/02/2011,17,Elv,640,1069,Well watered,-0.549402435,0.023085646,664.4228923,0.297520961,1.290697593,6,0,1.420000017,21.65803146,22.09277725,21.10876656,638.725769,639.4455566,13.11233044,13.70042896,50.74580383,53.02179337,299.3833008,0.118218057
E. globulus,1/02/2011,17,Elv,640,1069,Well watered,-0.561262558,0.02306041,665.2970076,0.297180396,1.290613616,6,0,1.420000017,21.6582737,22.09313774,21.10851479,638.7078857,639.4519653,13.11428356,13.70177937,50.75285721,53.02648544,299.3469849,0.118935041
E. globulus,1/02/2011,17,Elv,640,1069,Well watered,-0.573827501,0.023051327,666.1850425,0.297021381,1.290418391,6,0,1.420000017,21.65834427,22.09273529,21.1089859,638.6781006,639.4476318,13.1158886,13.70311546,50.75867844,53.03125381,299.3234253,0.073796794
E. globulus,1/02/2011,17,Elv,640,1069,Well watered,-0.541316859,0.0229319,664.1032732,0.295539536,1.290561673,6,0,1.420000017,21.65916252,22.09324074,21.10819626,638.7316284,639.4379272,13.11817169,13.70249462,50.76502609,53.02625275,299.3104248,0.094575301
E. globulus,1/02/2011,17,Elv,640,1069,Well watered,-0.535735008,0.022899754,663.7843169,0.295059625,1.290246395,6,0,1.420000017,21.65926933,22.09185982,21.10790825,638.7592163,639.454895,13.12005711,13.70340061,50.77198029,53.02939987,299.3258362,0.060900394
E. globulus,1/02/2011,17,Elv,640,1070,Well watered,-0.530482434,0.009188474,719.2257811,0.121667158,1.313807768,6,0,1.420000017,21.66301727,21.92373276,21.10753441,639.9202271,640.8273315,12.95831013,13.19898319,50.13262558,51.06373215,299.3137817,0.267957479
E. globulus,1/02/2011,17,Elv,640,1070,Well watered,-0.542349165,0.009135686,721.8478747,0.120912081,1.313156936,6,0,1.420000017,21.66296387,21.92036438,21.10732651,639.9151001,640.8468628,12.96086216,13.20001698,50.14281464,51.0680542,299.3442688,0.241450071
E. globulus,1/02/2011,17,Elv,640,1070,Well watered,-0.484231796,0.009093156,712.1131182,0.120233503,1.311871144,6,0,1.420000017,21.66388893,21.91435814,21.1083622,640.0158691,640.8320313,12.96525383,13.20306969,50.15739059,51.07740021,299.3392944,0.172672227
E. globulus,1/02/2011,17,Elv,640,1070,Well watered,-0.46810886,0.00898209,710.2634623,0.118808284,1.312243881,6,0,1.420000017,21.66350365,21.91681671,21.10853004,640.0149536,640.8006592,12.96831036,13.20331383,50.17034912,51.07950211,299.33078,0.217810988
E. globulus,1/02/2011,17,Elv,640,1070,Well watered,-0.477467381,0.008942236,712.2635569,0.118321267,1.312661218,6,0,1.420000017,21.6630497,21.9202137,21.10894012,639.9660034,640.7711182,12.97043133,13.20447636,50.18044281,51.08592606,299.3241882,0.235006005
E. globulus,1/02/2011,17,Elv,640,1085,Sustained drought,-0.454947862,0.002428755,922.6826104,0.033545559,1.364101861,6,0,1.420000017,21.6520443,21.97701073,21.10742378,638.9571533,639.8261108,12.71858597,12.78497124,49.23595428,49.49294662,299.3135071,0.13398239
E. globulus,1/02/2011,17,Elv,640,1085,Sustained drought,-0.560354183,0.002342096,1005.065587,0.032347203,1.363965104,6,0,1.420000017,21.65175819,21.97658539,21.10849571,638.8388672,639.9207764,12.72156143,12.78558254,49.24858856,49.49642944,299.2790222,0.135414824
E. globulus,1/02/2011,17,Elv,640,1085,Sustained drought,-0.515954143,0.002311837,979.5202654,0.031924729,1.363732893,6,0,1.420000017,21.652071,21.97569847,21.10877419,638.8569336,639.8504028,12.72335911,12.78654575,49.25429153,49.49890137,299.2707214,0.15834336
E. globulus,1/02/2011,17,Elv,640,1085,Sustained drought,-0.470275988,0.002356077,942.1466272,0.032524205,1.363302269,6,0,1.420000017,21.65217972,21.9744873,21.10836029,638.9251099,639.8262329,12.72444439,12.78881741,49.25841904,49.50761795,299.2706604,0.138282284
E. globulus,1/02/2011,17,Elv,640,1085,Sustained drought,-0.436908103,0.002417055,912.275354,0.033363132,1.363238619,6,0,1.420000017,21.65162659,21.97639275,21.10817719,638.9678955,639.8009033,12.72650528,12.7925272,49.26800919,49.52359772,299.3218079,0.089560293
E. globulus,1/02/2011,17,Elv,640,1090,Well watered,-0.493049769,0.024933103,658.3985252,0.342226143,1.377183273,6,0,1.420000017,21.63207436,21.78867149,21.11140823,640.2142334,640.7630615,11.6794405,12.35704041,45.25622177,47.88182831,299.2892151,0.169803068
E. globulus,1/02/2011,17,Elv,640,1090,Well watered,-0.50326231,0.024894615,659.117157,0.341506983,1.376380275,6,0,1.420000017,21.63206291,21.78534126,21.11177444,640.1959839,640.7661743,11.68358231,12.35971737,45.27234268,47.89227676,299.3065186,0.174816698
E. globulus,1/02/2011,17,Elv,640,1090,Well watered,-0.477863041,0.024839373,657.5344369,0.340710726,1.376178482,6,0,1.420000017,21.63202667,21.78470802,21.11176491,640.2319336,640.7521973,11.68616104,12.36066341,45.28263092,47.89625549,299.3311768,0.189862669
E. globulus,1/02/2011,17,Elv,640,1090,Well watered,-0.479070011,0.02485885,657.60323,0.340879058,1.375797511,6,0,1.420000017,21.63203812,21.78461647,21.11177826,640.2406616,640.7631226,11.68945599,12.36429119,45.2954216,47.91033936,299.3302612,0.197027832
E. globulus,1/02/2011,17,Elv,640,1090,Well watered,-0.512725066,0.024888798,659.7684994,0.341010911,1.374707204,6,0,1.420000017,21.63169098,21.78124046,21.11161423,640.1924438,640.7822266,11.69457626,12.36971855,45.31639481,47.9325676,299.308197,0.20347631
E. globulus,1/02/2011,17,Elv,640,1093,Sustained drought,-0.417212193,0.002606481,880.251688,0.036827741,1.396184568,6,0,1.420000017,21.6358757,21.72163582,21.11126518,640.1744995,640.963623,11.98746204,12.06040573,46.44331741,46.72592545,299.2740173,0.2006118
E. globulus,1/02/2011,17,Elv,640,1093,Sustained drought,-0.390421474,0.002558082,868.4086082,0.036136306,1.395845061,6,0,1.420000017,21.63574409,21.72133827,21.11011314,640.1826172,640.9188843,11.99171638,12.06328678,46.46026611,46.73755264,299.2889709,0.147594288
E. globulus,1/02/2011,17,Elv,640,1093,Sustained drought,-0.373965036,0.002446786,868.7310649,0.034544043,1.394937591,6,0,1.420000017,21.63657379,21.71701241,21.11005402,640.1978149,640.9031372,11.99696541,12.065382,46.47851563,46.74357605,299.2892761,0.168370485
E. globulus,1/02/2011,17,Elv,640,1093,Sustained drought,-0.419371667,0.002422877,900.8281687,0.034195352,1.394450626,6,0,1.420000017,21.63557053,21.71602249,21.11034584,640.1184692,640.9152832,12.00099659,12.06872368,46.49672699,46.75912857,299.2834167,0.232851446
E. globulus,1/02/2011,17,Elv,640,1093,Sustained drought,-0.400070348,0.002371038,893.9207046,0.033468227,1.394575624,6,0,1.420000017,21.63513947,21.71769714,21.11016083,640.1610107,640.9200439,12.00392628,12.07021141,46.50901413,46.76583481,299.2911682,0.171952754
E. globulus,1/02/2011,17,Elv,400,1123,Rewatered  drought,-0.599,0.000603,1.96E+03,1.47,0.00897,6,0,1.420000017,21.93,22.56,20.89,399.93,401.12,12.523,12.54,47.71,47.78,300,0
E. globulus,1/02/2011,17,Elv,400,1123,Rewatered  drought,-0.641,0.000589,2.11E+03,1.47,0.00876,6,0,1.420000017,21.93,22.55,20.89,400.03,401.3,12.534,12.551,47.74,47.81,300,0
E. globulus,1/02/2011,17,Elv,400,1123,Rewatered  drought,-0.641,0.000589,2.11E+03,1.47,0.00876,6,0,1.420000017,21.93,22.55,20.88,399.95,401.28,12.533,12.549,47.74,47.81,300,0
E. globulus,1/02/2011,17,Elv,400,1123,Rewatered  drought,-0.687,0.000518,2.49E+03,1.47,0.00771,6,0,1.420000017,21.93,22.55,20.88,399.91,401.28,12.535,12.55,47.75,47.81,300,0
E. globulus,1/02/2011,17,Elv,400,1123,Rewatered  drought,-0.687,0.000518,2.49E+03,1.47,0.00771,6,0,1.420000017,21.93,22.55,20.89,399.87,401.27,12.543,12.553,47.75,47.81,299.7,0
E. globulus,1/02/2011,17,Elv,400,1129,Well watered,-0.864,0.0968,411,0.95,0.874,6,0,1.420000017,21.84,22.04,20.88,401.27,402.29,14.549,16.267,55.73,62.32,300.1,0
E. globulus,1/02/2011,17,Elv,400,1129,Well watered,-0.864,0.0968,411,0.95,0.874,6,0,1.420000017,21.84,22.03,20.89,401.27,402.36,14.555,16.275,55.73,62.32,300.1,0
E. globulus,1/02/2011,17,Elv,400,1129,Well watered,-0.905,0.0977,412,0.948,0.879,6,0,1.420000017,21.84,22.04,20.88,401.22,402.32,14.554,16.283,55.76,62.38,300.1,0
E. globulus,1/02/2011,17,Elv,400,1129,Well watered,-0.906,0.0979,412,0.947,0.88,6,0,1.420000017,21.84,22.03,20.88,401.25,402.36,14.552,16.284,55.75,62.38,300,0
E. globulus,1/02/2011,17,Elv,400,1129,Well watered,-0.906,0.0979,412,0.947,0.88,6,0,1.420000017,21.84,22.03,20.89,401.29,402.38,14.551,16.285,55.75,62.38,300,0
E. globulus,1/02/2011,17,Elv,400,1131,Rewatered  drought,-0.618,0.00355,671,1.23,0.0441,6,0,1.420000017,21.86,22.25,20.87,401.03,402.23,14.337,14.424,54.86,55.19,300,0
E. globulus,1/02/2011,17,Elv,400,1131,Rewatered  drought,-0.618,0.00355,671,1.23,0.0441,6,0,1.420000017,21.86,22.26,20.88,401.07,402.2,14.338,14.422,54.86,55.19,300.1,0
E. globulus,1/02/2011,17,Elv,400,1131,Rewatered  drought,-0.618,0.00325,696,1.23,0.0406,6,0,1.420000017,21.86,22.27,20.88,401.01,402.21,14.34,14.42,54.88,55.18,300.1,1
E. globulus,1/02/2011,17,Elv,400,1131,Rewatered  drought,-0.573,0.00338,663,1.23,0.0422,6,0,1.420000017,21.86,22.27,20.89,401.02,402.13,14.34,14.423,54.87,55.19,300.1,0
E. globulus,1/02/2011,17,Elv,400,1131,Rewatered  drought,-0.576,0.0034,663,1.23,0.0424,6,0,1.420000017,21.86,22.26,20.88,401.12,402.24,14.344,14.428,54.9,55.22,300,0
E. globulus,1/02/2011,17,Elv,400,1132,Sustained drought,-0.54,0.000478,2.18E+03,1.54,0.00745,6,0,1.420000017,21.99,22.61,20.89,399.84,400.92,11.939,11.954,45.32,45.38,300,0
E. globulus,1/02/2011,17,Elv,400,1132,Sustained drought,-0.54,0.000442,2.32E+03,1.54,0.00687,6,0,1.420000017,21.98,22.61,20.88,399.86,400.94,11.942,11.956,45.36,45.41,300.1,0
E. globulus,1/02/2011,17,Elv,400,1132,Sustained drought,-0.54,0.000442,2.32E+03,1.54,0.00687,6,0,1.420000017,21.98,22.62,20.88,399.84,400.84,11.946,11.958,45.36,45.41,300,0
E. globulus,1/02/2011,17,Elv,400,1132,Sustained drought,-0.548,0.00042,2.45E+03,1.54,0.00654,6,0,1.420000017,21.98,22.62,20.89,399.83,400.92,11.955,11.968,45.4,45.45,300.2,0
E. globulus,1/02/2011,17,Elv,400,1132,Sustained drought,-0.567,0.00052,2.11E+03,1.53,0.00808,6,0,1.420000017,21.98,22.61,20.89,399.82,400.94,11.957,11.973,45.4,45.46,300,0
E. globulus,8/02/2011,24,Amb,640,1013,Rewatered drought,-0.658914181,0.024949705,675.0508292,0.202421246,0.826796513,6,0,1.420000017,17.65062904,17.98327827,17.02010536,639.7683105,640.8288574,11.80218315,12.20289898,59.29846573,61.31180573,299.3908997,0.151167572
E. globulus,8/02/2011,24,Amb,640,1013,Rewatered drought,-0.704140052,0.024771289,678.3257926,0.201183573,0.827557997,6,0,1.420000017,17.65035057,17.98856735,17.02069473,639.711853,640.864624,11.80386829,12.2021389,59.30817795,61.30927658,299.3874512,0.103165805
E. globulus,8/02/2011,24,Amb,640,1013,Rewatered drought,-0.654849946,0.024806797,675.0174545,0.201395499,0.827264323,6,0,1.420000017,17.64949036,17.98685074,17.02129745,639.769043,640.822876,11.80410957,12.20283699,59.31256485,61.31606674,299.3592529,0.08310768
E. globulus,8/02/2011,24,Amb,640,1013,Rewatered drought,-0.640117416,0.024822236,674.0339711,0.201425228,0.826879002,6,0,1.420000017,17.64935303,17.98491096,17.02079391,639.7947998,640.8189697,11.80542564,12.20417309,59.31954193,61.32315445,299.3880005,0.10460069
E. globulus,8/02/2011,24,Amb,640,1013,Rewatered drought,-0.639431553,0.024655229,674.2607427,0.200224022,0.827415948,6,0,1.420000017,17.64947128,17.98778915,17.02066231,639.7943115,640.8187256,11.80622292,12.20262241,59.32289124,61.31468582,299.3658142,0.080242097
E. globulus,8/02/2011,24,Amb,640,1024,Sustained drought,-0.663062489,0.004036735,896.4811748,0.0280692,0.697812595,6,0,1.420000017,17.68790436,18.02001953,17.02119064,640.31427,641.6068726,13.46253777,13.51802444,67.47627258,67.75437927,299.4206238,0.09242177
E. globulus,8/02/2011,24,Amb,640,1024,Sustained drought,-0.693874972,0.00379877,925.804128,0.026448419,0.698586855,6,0,1.420000017,17.6871891,18.02527618,17.0211544,640.2759399,641.6326294,13.46490479,13.51719761,67.49095917,67.75306702,299.3631897,0.150454074
E. globulus,8/02/2011,24,Amb,640,1024,Sustained drought,-0.739156814,0.003613159,960.722031,0.025152523,0.698400657,6,0,1.420000017,17.68667603,18.02359772,17.02092171,640.1851807,641.6343384,13.4670639,13.51679611,67.50436401,67.75365448,299.3537903,0.192723513
E. globulus,8/02/2011,24,Amb,640,1024,Sustained drought,-0.723933328,0.0035637,958.4186382,0.024798969,0.698116416,6,0,1.420000017,17.68667793,18.02145195,17.0214119,640.2021484,641.6212769,13.46781635,13.51685047,67.5080719,67.75386047,299.3478699,0.192008346
E. globulus,8/02/2011,24,Amb,640,1024,Sustained drought,-0.694719401,0.00354594,946.9054828,0.024618614,0.696510132,6,0,1.420000017,17.68684769,18.00990677,17.0214901,640.244751,641.6055298,13.46909904,13.51777554,67.51412201,67.75811005,299.3538513,0.118214272
E. globulus,28/02/2011,24,Amb,400,1058,Sustained drought,-0.48874453,0.001779984,831.3812743,0.934159441,0.016611178,6,0,1.420000017,17.77729416,19.06487083,17.07168961,399.8302307,400.7937927,12.55013752,12.58292103,62.504879,62.66815186,300.1904602,-0.046606816
E. globulus,28/02/2011,24,Amb,400,1058,Sustained drought,-0.516674412,0.002069435,791.8727956,0.933446845,0.019293804,6,0,1.420000017,17.77737999,19.06337357,17.07134819,399.7932434,400.8102417,12.54984856,12.58791733,62.50298691,62.69258118,300.2608337,0.007767745
E. globulus,28/02/2011,24,Amb,400,1058,Sustained drought,-0.488266439,0.001855267,813.2442505,0.933936786,0.017308715,6,0,1.420000017,17.77746391,19.064188,17.07149506,399.7970886,400.7584534,12.55006123,12.58419704,62.50376129,62.67377472,300.4040833,-0.007120421
E. globulus,28/02/2011,24,Amb,400,1058,Sustained drought,-0.496514161,0.002005107,788.645702,0.933787205,0.018701841,6,0,1.420000017,17.7781353,19.06519318,17.07283401,399.8770142,400.8534851,12.55023479,12.58710861,62.50159836,62.68523788,300.4804993,0.040781036
E. globulus,28/02/2011,24,Amb,400,1058,Sustained drought,-0.526192053,0.002157116,782.8642707,0.933089082,0.020102524,6,0,1.420000017,17.77780342,19.06151772,17.07312012,399.8659973,400.9005127,12.54941273,12.58904457,62.49850464,62.69587708,300.5076294,0.032366015
E. globulus,28/02/2011,24,Amb,400,1077,Rewatered  drought,-0.275426641,0.007975346,449.8894163,0.89540201,0.0710288,6,0,1.420000017,17.75805473,18.91364479,17.07201958,399.9622498,400.45578,12.61929512,12.75941658,62.9258194,63.62453461,300.2645569,0
E. globulus,28/02/2011,24,Amb,400,1077,Rewatered  drought,-0.332296486,0.008115375,460.1959604,0.895770893,0.072298374,6,0,1.420000017,17.75841522,18.91759872,17.07358551,399.9192505,400.5253296,12.61842155,12.7610321,62.92044067,63.63156128,300.2966003,-0.03042388
E. globulus,28/02/2011,24,Amb,400,1077,Rewatered  drought,-0.462761847,0.008162229,485.5391489,0.895864926,0.072721199,6,0,1.420000017,17.75824547,18.91849327,17.07343102,399.8616028,400.7278748,12.61790466,12.7613306,62.91844559,63.63363266,300.3355408,-0.018771723
E. globulus,28/02/2011,24,Amb,400,1077,Rewatered  drought,-0.441076423,0.007933817,483.7677988,0.895533505,0.070671358,6,0,1.420000017,17.75813103,18.91535568,17.07152557,399.8996887,400.7242126,12.62103081,12.76040268,62.93429947,63.62927246,300.3600159,0.00517843
E. globulus,28/02/2011,24,Amb,400,1077,Rewatered  drought,-0.449483664,0.007693234,488.3329461,0.895833685,0.068562275,6,0,1.420000017,17.75733566,18.91394234,17.07119751,399.9433289,400.786438,12.62025356,12.75548458,62.9338913,63.60825348,300.3204346,0.031070484
E. globulus,28/02/2011,24,Amb,400,1079,Well watered,-0.60110543,0.026626341,431.230047,0.93415616,0.244271897,6,0,1.420000017,17.84446716,19.2914772,17.07193756,399.7279663,400.7331848,12.40986156,12.89152431,61.55002975,63.93896484,300.3630981,0.069910616
E. globulus,28/02/2011,24,Amb,400,1079,Well watered,-0.604225061,0.026351559,431.8212744,0.934537176,0.24189454,6,0,1.420000017,17.84228706,19.29152489,17.07228851,399.7492981,400.7626343,12.41083813,12.88781357,61.56347275,63.92948914,300.3639526,0.0420755
E. globulus,28/02/2011,24,Amb,400,1079,Well watered,-0.509507854,0.026339945,425.9021964,0.933665329,0.241562274,6,0,1.420000017,17.84154129,19.28596497,17.07197571,399.796875,400.6212769,12.41239738,12.88868046,61.57439423,63.93710327,300.387146,-0.006473155
E. globulus,28/02/2011,24,Amb,400,1079,Well watered,-0.491297373,0.026352765,424.7776007,0.9330065,0.241507002,6,0,1.420000017,17.84137535,19.28240395,17.07189751,399.834137,400.6222229,12.41409492,12.89027691,61.58340454,63.94563293,300.3816833,-0.028482083
E. globulus,28/02/2011,24,Amb,400,1079,Well watered,-0.49296261,0.026684153,424.5142584,0.932708415,0.244410756,6,0,1.420000017,17.8405304,19.28312683,17.07148743,399.8345642,400.6237793,12.4122324,12.89421558,61.57736206,63.9684906,300.3332214,-0.067968182
E. globulus,28/02/2011,24,Amb,400,1081,Well watered,-0.412754608,0.023688518,423.1581948,0.858202122,0.200059566,6,0,1.420000017,17.76529503,18.97683334,17.07219315,399.8613586,400.5257568,12.8159914,13.21031857,63.87760544,65.84301758,300.3851624,-0.038192224
E. globulus,28/02/2011,24,Amb,400,1081,Well watered,-0.473663504,0.024059764,426.9076867,0.857657433,0.203013916,6,0,1.420000017,17.76528549,18.97626495,17.07281876,399.8350525,400.6186829,12.8147583,13.21489239,63.87155533,65.86591339,300.3959656,0.09127479
E. globulus,28/02/2011,24,Amb,400,1081,Well watered,-0.481551763,0.02410083,427.4349891,0.857149275,0.203235585,6,0,1.420000017,17.76473045,18.97313499,17.07327843,399.8697205,400.6689758,12.81516933,13.21577358,63.87529373,65.87203979,300.3707581,0.152772725
E. globulus,28/02/2011,24,Amb,400,1081,Well watered,-0.496344549,0.024239482,428.1853005,0.856954782,0.204339802,6,0,1.420000017,17.76392174,18.97215462,17.07301331,399.7869568,400.6148682,12.81366444,13.21642971,63.87071991,65.87833405,300.3821411,0.096450947
E. globulus,28/02/2011,24,Amb,400,1081,Well watered,-0.574553121,0.023926352,433.9835053,0.857881397,0.201960987,6,0,1.420000017,17.76376724,18.97603226,17.07280922,399.7397156,400.725647,12.81443024,13.21248531,63.87550354,65.85967255,300.3995056,0.053726733
E. globulus,28/02/2011,24,Amb,400,1082,Sustained drought,-0.312805598,0.002464442,596.3652891,0.940280915,0.023137732,6,0,1.420000017,17.77581215,19.06976128,17.07278633,399.8711853,400.4777527,12.48373985,12.52939701,62.17992783,62.40733719,300.2529907,-0.069908157
E. globulus,28/02/2011,24,Amb,400,1082,Sustained drought,-0.276066347,0.002338579,582.1817122,0.94073303,0.021968433,6,0,1.420000017,17.77648735,19.07203674,17.07338333,399.8981934,400.432251,12.48461914,12.5279665,62.18204117,62.39794159,300.2703857,-0.028851259
E. globulus,28/02/2011,24,Amb,400,1082,Sustained drought,-0.283588756,0.002149999,604.2136882,0.940310689,0.020190369,6,0,1.420000017,17.77695656,19.06821251,17.07325745,399.9043884,400.4547119,12.48703861,12.52686405,62.19255447,62.39090347,300.3725281,-0.02136156
E. globulus,28/02/2011,24,Amb,400,1082,Sustained drought,-0.341615456,0.002381475,622.6813945,0.939591248,0.022343196,6,0,1.420000017,17.77563858,19.06677055,17.07290077,399.8630371,400.5274658,12.48778915,12.53185558,62.20207214,62.42156982,300.4082031,0.099686593
E. globulus,28/02/2011,24,Amb,400,1082,Sustained drought,-0.391760996,0.002394898,654.7528877,0.939774499,0.022473333,6,0,1.420000017,17.77629852,19.06776237,17.07359886,399.8139038,400.5784607,12.48708057,12.53140831,62.19591522,62.41670227,300.3768616,0.086091936
E. globulus,28/02/2011,24,Amb,400,1097,Rewatered  drought,-0.289851999,0.004857682,489.3466779,0.949246427,0.045963782,6,0,1.420000017,17.78750801,19.14488792,17.07167625,399.80896,400.3514099,12.45186996,12.54256916,61.98006058,62.43152237,300.2492676,-0.021453856
E. globulus,28/02/2011,24,Amb,400,1097,Rewatered  drought,-0.377641774,0.005114853,512.0832372,0.948954004,0.048373533,6,0,1.420000017,17.78722954,19.14512825,17.07225037,399.7972412,400.5130615,12.45031452,12.54575253,61.97349167,62.44855118,300.2995605,-0.031718642
E. globulus,28/02/2011,24,Amb,400,1097,Rewatered  drought,-0.387709697,0.005025062,517.3650461,0.949004264,0.04753006,6,0,1.420000017,17.78672028,19.14408684,17.07168007,399.772583,400.5091553,12.45014477,12.54391384,61.97426224,62.44102097,300.3155212,0.025892757
E. globulus,28/02/2011,24,Amb,400,1097,Rewatered  drought,-0.370774307,0.004872051,515.7039599,0.948854211,0.046080696,6,0,1.420000017,17.78619576,19.14196777,17.07144928,399.8317871,400.535675,12.45168495,12.54259396,61.98351288,62.43605042,300.3182678,-0.023950249
E. globulus,28/02/2011,24,Amb,400,1097,Rewatered  drought,-0.23447723,0.004484279,477.5834999,0.949085538,0.042434774,6,0,1.420000017,17.78580666,19.13951874,17.07082367,399.9252014,400.3596802,12.45326996,12.53697968,61.99292755,62.40964127,300.3434143,0.036248565
E. globulus,28/02/2011,24,Amb,400,1104,Rewatered  drought,-0.498988316,0.013742234,453.2737266,0.884162192,0.120388131,6,0,1.420000017,17.76987076,18.98531914,17.0728302,399.8298035,400.7301636,12.72956181,12.96691799,63.42689133,64.60955048,300.3765869,0.020714218
E. globulus,28/02/2011,24,Amb,400,1104,Rewatered  drought,-0.504724258,0.01358709,454.6046127,0.884276863,0.119057211,6,0,1.420000017,17.76856232,18.98444557,17.0728302,399.8140564,400.7269287,12.72989178,12.96462154,63.43370819,64.6033783,300.3803406,0.013593465
E. globulus,28/02/2011,24,Amb,400,1104,Rewatered  drought,-0.484997064,0.013489715,452.6730604,0.883984869,0.118171428,6,0,1.420000017,17.76951599,18.98199844,17.07370949,399.8352661,400.7094116,12.73106956,12.96404362,63.4364624,64.59732056,300.3925476,0.011004424
E. globulus,28/02/2011,24,Amb,400,1104,Rewatered  drought,-0.520165968,0.013126223,458.5530746,0.8838736,0.115001328,6,0,1.420000017,17.76959419,18.98011971,17.07327271,399.7696838,400.7166748,12.73582268,12.96256256,63.46000671,64.5898056,300.3722534,0.008415038
E. globulus,28/02/2011,24,Amb,400,1104,Rewatered  drought,-0.500131686,0.0131825,455.8470959,0.883797881,0.115480313,6,0,1.420000017,17.76900673,18.98035812,17.07277298,399.8060303,400.7126465,12.73596954,12.96366024,63.46293259,64.59750366,300.3634338,0.077030562
E. globulus,28/02/2011,24,Amb,400,1106,Well watered,-0.601056786,0.044634364,417.7106026,0.813351662,0.352213067,6,0,1.420000017,17.73864937,18.9266243,17.07314301,399.9725647,400.8915405,12.88961887,13.58391762,64.3504715,67.81669617,300.241333,0.034307886
E. globulus,28/02/2011,24,Amb,400,1106,Well watered,-0.568998104,0.044869335,416.3964973,0.812800817,0.353768717,6,0,1.420000017,17.73881721,18.92504883,17.07225037,399.9984131,400.8518677,12.88995838,13.58712769,64.35187531,67.83242798,300.3247681,0.020067329
E. globulus,28/02/2011,24,Amb,400,1106,Well watered,-0.737853093,0.045086364,422.5900786,0.811631096,0.354918738,6,0,1.420000017,17.73879242,18.92088509,17.07286072,399.8318481,401.0214539,12.89378834,13.59313011,64.37056732,67.86193848,300.3632507,-0.012946315
